step,seed,method,selected_region,selected_x,observed_y,val_error_before,val_error_after,achieved_lp,region_0_samples,region_0_val_error,region_0_uncertainty,region_0_lp,region_0_noise_risk,region_0_status,region_1_samples,region_1_val_error,region_1_uncertainty,region_1_lp,region_1_noise_risk,region_1_status,region_2_samples,region_2_val_error,region_2_uncertainty,region_2_lp,region_2_noise_risk,region_2_status,region_3_samples,region_3_val_error,region_3_uncertainty,region_3_lp,region_3_noise_risk,region_3_status,region_4_samples,region_4_val_error,region_4_uncertainty,region_4_lp,region_4_noise_risk,region_4_status,later_mastered,later_blocked_noisy,final_status_of_selected
0,2,UncertaintyOnly,0,-0.4767757315013672,-0.4644597683639635,1.0,1.0,0.0,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,True,False,mastered
1,2,UncertaintyOnly,0,0.6284514811885606,1.7196327993693816,1.0,1.0,0.0,1,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,True,False,mastered
2,2,UncertaintyOnly,0,0.6284514811885606,1.775693376960357,1.0,1.0,0.0,2,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,True,False,mastered
3,2,UncertaintyOnly,0,0.45712105362358924,1.3901445863280089,1.0,1.0,0.0,3,1.0,1.0,0.1,0.0007856970899584397,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,True,False,mastered
4,2,UncertaintyOnly,0,-0.8897067453338636,-1.3023883487844794,1.0,1.0,0.0,4,1.0,1.0,0.1,0.0007856970899584397,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,True,False,mastered
5,2,UncertaintyOnly,0,0.31486602975118516,1.1229439171606828,1.0,1.0,0.0,5,1.0,1.0,0.1,0.0007856970899584397,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,True,False,mastered
6,2,UncertaintyOnly,0,-0.6998754733893278,-0.8855556113947537,1.0,1.0,0.0,6,1.0,1.0,0.1,0.0007856970899584397,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,True,False,mastered
7,2,UncertaintyOnly,0,0.3385945971490405,1.1047936892360468,1.0,1.0,0.0,7,1.0,1.0,0.1,0.0007856970899584397,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,True,False,mastered
8,2,UncertaintyOnly,0,0.2663687985482328,0.9990939774891852,1.0,1.0,0.0,8,1.0,1.0,0.1,0.0007856970899584397,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,True,False,mastered
9,2,UncertaintyOnly,0,0.36612964461925057,1.2375269637167137,1.0,1.0492031172602452,-0.04920311726024518,9,1.0,1.0,0.1,0.0007856970899584397,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,True,False,mastered
10,2,UncertaintyOnly,0,-0.36370679876925127,-0.2127791800197901,1.0492031172602452,0.9843932584197808,0.06480985884046442,10,1.0492031172602452,0.04067578911781311,0.1,0.0007856970899584397,learning,0,0.18348256502833862,0.0237625390291214,0.1,0.0,unexplored,0,0.5724742424155648,0.03743281215429306,0.1,0.0,unexplored,0,1.0267641516501937,0.01646534353494644,0.1,0.0,unexplored,0,0.08789294006360437,0.036855943500995636,0.1,0.0,unexplored,True,False,mastered
11,2,UncertaintyOnly,2,-0.5961851049410993,0.6634883830011828,0.8915579363683429,0.6442204456101385,0.24733749075820444,11,0.9843932584197808,0.023724501952528954,0.06480985884046442,0.0007856970899584397,learning,0,0.3675611881296755,0.005790673661977053,-0.18407862310133685,0.0,unexplored,0,0.8915579363683429,0.024576788768172264,-0.31908369395277814,0.0,unexplored,0,1.4127548549013724,0.016550324857234955,-0.3859907032511787,0.0,unexplored,0,0.2747468010546169,0.011329371482133865,-0.18685386099101253,0.0,unexplored,False,False,learning
