step,seed,method,selected_region,selected_x,observed_y,val_error_before,val_error_after,achieved_lp,region_0_samples,region_0_val_error,region_0_uncertainty,region_0_lp,region_0_noise_risk,region_0_status,region_1_samples,region_1_val_error,region_1_uncertainty,region_1_lp,region_1_noise_risk,region_1_status,region_2_samples,region_2_val_error,region_2_uncertainty,region_2_lp,region_2_noise_risk,region_2_status,region_3_samples,region_3_val_error,region_3_uncertainty,region_3_lp,region_3_noise_risk,region_3_status,region_4_samples,region_4_val_error,region_4_uncertainty,region_4_lp,region_4_noise_risk,region_4_status,later_mastered,later_blocked_noisy,final_status_of_selected
0,3,MasteryGatedHypothesis,0,-0.5263789868078006,-0.5891000678071856,1.0,1.0,0.0,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,True,False,mastered
1,3,MasteryGatedHypothesis,4,0.16432407212873557,0.27330523407825713,1.0,1.0,0.0,1,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,True,False,mastered
2,3,MasteryGatedHypothesis,0,-0.04189740371833195,0.41297969214445823,1.0,1.0,0.0,1,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,1,1.0,1.0,0.1,0.0,unexplored,True,False,mastered
3,3,MasteryGatedHypothesis,0,-0.7726559601571932,-1.049603088327119,1.0,1.0,0.0,2,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,1,1.0,1.0,0.1,0.0,unexplored,True,False,mastered
4,3,MasteryGatedHypothesis,1,0.03348036524272735,0.21590148474777776,1.0,1.0,0.0,3,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,1,1.0,1.0,0.1,0.0,unexplored,True,False,mastered
5,3,MasteryGatedHypothesis,2,0.17359714287628147,1.0093934722470639,1.0,1.0,0.0,3,1.0,1.0,0.1,0.0,unexplored,1,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,1,1.0,1.0,0.1,0.0,unexplored,False,False,learning
6,3,MasteryGatedHypothesis,3,0.9125345096721971,1.7694638062602646,1.0,1.0,0.0,3,1.0,1.0,0.1,0.0,unexplored,1,1.0,1.0,0.1,0.0,unexplored,1,1.0,1.0,0.1,0.0,unexplored,0,1.0,1.0,0.1,0.0,unexplored,1,1.0,1.0,0.1,0.0,unexplored,False,True,blocked_noisy
7,3,MasteryGatedHypothesis,1,0.39243199334031087,0.27750408615533795,1.0,1.0,0.0,3,1.0,1.0,0.1,0.0,unexplored,1,1.0,1.0,0.1,0.0,unexplored,1,1.0,1.0,0.1,0.0,unexplored,1,1.0,1.0,0.1,0.0,unexplored,1,1.0,1.0,0.1,0.0,unexplored,True,False,mastered
8,3,MasteryGatedHypothesis,1,0.39243199334031087,0.2566274845637472,1.0,1.0,0.0,3,1.0,1.0,0.1,0.0,unexplored,2,1.0,1.0,0.1,0.0,unexplored,1,1.0,1.0,0.1,0.0,unexplored,1,1.0,1.0,0.1,0.0,unexplored,1,1.0,1.0,0.1,0.0,unexplored,True,False,mastered
9,3,MasteryGatedHypothesis,4,-0.3720279959313264,0.40434037717021054,1.0,0.11099351433234039,0.8890064856676596,3,1.0,1.0,0.1,0.0,unexplored,3,1.0,1.0,0.1,0.00010895812350350257,unexplored,1,1.0,1.0,0.1,0.0,unexplored,1,1.0,1.0,0.1,0.0,unexplored,1,1.0,1.0,0.1,0.0,unexplored,True,False,mastered
10,3,MasteryGatedHypothesis,3,-0.8182945729914843,0.29752110861128966,1.0843061722106406,2.3876813718301353,-1.3033751996194947,3,0.9602427983891014,0.011452109552919865,0.1,0.0,learning,3,0.16516280586611543,0.004767984617501497,0.1,0.00010895812350350257,learning,1,0.5498018855145185,0.0032240524888038635,0.1,0.0,learning,1,1.0843061722106406,0.036701492965221405,0.1,0.0,learning,2,0.11099351433234039,0.011719913221895695,0.1,0.0,learning,False,True,blocked_noisy
