Agent,Budget,Condition,Seed,Region,Family,IsActive,IsNoisy,ValError,NumSamples,Status
OracleBestRegion,200,Mixed,5734,0,sine,True,False,1.7206255062462095,38,learning
OracleBestRegion,200,Mixed,5734,1,sine,True,False,0.18997995028823705,21,learning
OracleBestRegion,200,Mixed,5734,2,noisy_unlearnable,True,True,2.4445733074137754,23,learning
OracleBestRegion,200,Mixed,5734,3,piecewise_linear,True,False,0.33186817060259727,22,learning
OracleBestRegion,200,Mixed,5734,4,noisy_unlearnable,True,True,1.5803718904790724,17,learning
OracleBestRegion,200,Mixed,5734,5,noisy_unlearnable,True,True,0.5833472432637667,16,learning
OracleBestRegion,200,Mixed,5734,6,quadratic,True,False,0.9909796468101811,22,learning
OracleBestRegion,200,Mixed,5734,7,cubic,True,False,0.11482613138937371,19,learning
OracleBestRegion,200,Mixed,5734,8,sine,True,False,0.13864526186663453,22,learning
PPO_SetPolicy_Phase4B,200,Mixed,7270,0,linear,True,False,0.009353920193662378,22,learning
PPO_SetPolicy_Phase4B,200,Mixed,7270,1,cubic,True,False,0.01776900137211266,22,learning
PPO_SetPolicy_Phase4B,200,Mixed,7270,2,piecewise_linear,True,False,0.03849229538853018,22,learning
PPO_SetPolicy_Phase4B,200,Mixed,7270,3,sine,True,False,0.02630047405635429,22,learning
PPO_SetPolicy_Phase4B,200,Mixed,7270,4,piecewise_linear,True,False,0.003716193076933987,22,learning
PPO_SetPolicy_Phase4B,200,Mixed,7270,5,sine,True,False,0.6271917276541632,23,learning
PPO_SetPolicy_Phase4B,200,Mixed,7270,6,cubic,True,False,0.03659966669791688,23,learning
PPO_SetPolicy_Phase4B,200,Mixed,7270,7,quadratic,True,False,0.02292269186391157,22,learning
PPO_SetPolicy_Phase4B,200,Mixed,7270,8,quadratic,True,False,0.013191731110252927,22,learning
PPO_SetPolicy_Phase4B,200,Mixed,860,0,piecewise_linear,True,False,0.019869079035507824,20,learning
PPO_SetPolicy_Phase4B,200,Mixed,860,1,piecewise_linear,True,False,0.026371079079359275,20,learning
PPO_SetPolicy_Phase4B,200,Mixed,860,2,sine,True,False,0.395029371449275,20,learning
PPO_SetPolicy_Phase4B,200,Mixed,860,3,noisy_unlearnable,True,True,0.500269194564685,20,learning
PPO_SetPolicy_Phase4B,200,Mixed,860,4,piecewise_linear,True,False,0.005173155464079256,20,learning
PPO_SetPolicy_Phase4B,200,Mixed,860,5,cubic,True,False,0.025304897687130765,20,learning
PPO_SetPolicy_Phase4B,200,Mixed,860,6,piecewise_linear,True,False,0.009139595616051625,20,learning
PPO_SetPolicy_Phase4B,200,Mixed,860,7,piecewise_linear,True,False,0.019065492849104845,20,learning
PPO_SetPolicy_Phase4B,200,Mixed,860,8,sine,True,False,0.17338466252937354,20,learning
PPO_SetPolicy_Phase4B,200,Mixed,860,9,noisy_unlearnable,True,True,0.8294314371960039,20,learning
PPO_SetPolicy_Phase4B,200,Mixed,5390,0,noisy_unlearnable,True,True,0.5150504023159214,50,blocked_noisy
PPO_SetPolicy_Phase4B,200,Mixed,5390,1,noisy_unlearnable,True,True,1.1477181557133649,50,blocked_noisy
PPO_SetPolicy_Phase4B,200,Mixed,5390,2,cubic,True,False,0.008410081337681502,50,mastered
PPO_SetPolicy_Phase4B,200,Mixed,5390,3,quadratic,True,False,0.04838265215269545,50,mastered
PPO_SetPolicy_Phase4B,200,Mixed,5191,0,piecewise_linear,True,False,0.07404984503276592,25,learning
PPO_SetPolicy_Phase4B,200,Mixed,5191,1,piecewise_linear,True,False,0.00733300489703711,25,learning
PPO_SetPolicy_Phase4B,200,Mixed,5191,2,piecewise_linear,True,False,0.018029237394187807,25,learning
PPO_SetPolicy_Phase4B,200,Mixed,5191,3,noisy_unlearnable,True,True,0.9816659010863102,25,learning
PPO_SetPolicy_Phase4B,200,Mixed,5191,4,piecewise_linear,True,False,0.013369658528676694,25,learning
PPO_SetPolicy_Phase4B,200,Mixed,5191,5,linear,True,False,0.055675821773973844,25,learning
PPO_SetPolicy_Phase4B,200,Mixed,5191,6,cubic,True,False,0.02158167410423293,25,learning
PPO_SetPolicy_Phase4B,200,Mixed,5191,7,noisy_unlearnable,True,True,1.682349472284997,25,learning
PPO_SetPolicy_Phase4B,200,Mixed,5734,0,sine,True,False,1.1027198833595446,23,learning
PPO_SetPolicy_Phase4B,200,Mixed,5734,1,sine,True,False,0.14014716769273353,22,learning
PPO_SetPolicy_Phase4B,200,Mixed,5734,2,noisy_unlearnable,True,True,2.368886328447129,23,learning
PPO_SetPolicy_Phase4B,200,Mixed,5734,3,piecewise_linear,True,False,0.2534778476562289,22,learning
PPO_SetPolicy_Phase4B,200,Mixed,5734,4,noisy_unlearnable,True,True,1.0966812199983016,22,learning
PPO_SetPolicy_Phase4B,200,Mixed,5734,5,noisy_unlearnable,True,True,0.6487949861011947,22,learning
PPO_SetPolicy_Phase4B,200,Mixed,5734,6,quadratic,True,False,0.02155735351875007,22,learning
PPO_SetPolicy_Phase4B,200,Mixed,5734,7,cubic,True,False,0.11070691631403858,22,learning
PPO_SetPolicy_Phase4B,200,Mixed,5734,8,sine,True,False,0.20778166592755734,22,learning
PPO_SetPolicy_NoValObs,200,Mixed,7270,0,linear,True,False,0.005419268363430145,22,learning
PPO_SetPolicy_NoValObs,200,Mixed,7270,1,cubic,True,False,0.010849319774442388,22,learning
PPO_SetPolicy_NoValObs,200,Mixed,7270,2,piecewise_linear,True,False,0.06616081598542939,22,learning
PPO_SetPolicy_NoValObs,200,Mixed,7270,3,sine,True,False,0.026068997581017092,22,learning
PPO_SetPolicy_NoValObs,200,Mixed,7270,4,piecewise_linear,True,False,0.003726343696215453,22,learning
PPO_SetPolicy_NoValObs,200,Mixed,7270,5,sine,True,False,0.8977471351169563,24,learning
PPO_SetPolicy_NoValObs,200,Mixed,7270,6,cubic,True,False,0.042690126661311306,22,learning
PPO_SetPolicy_NoValObs,200,Mixed,7270,7,quadratic,True,False,0.021418798125552408,22,learning
PPO_SetPolicy_NoValObs,200,Mixed,7270,8,quadratic,True,False,0.009748025969632592,22,learning
PPO_SetPolicy_NoValObs,200,Mixed,860,0,piecewise_linear,True,False,0.037191032712778266,20,learning
PPO_SetPolicy_NoValObs,200,Mixed,860,1,piecewise_linear,True,False,0.011610769139502375,19,learning
PPO_SetPolicy_NoValObs,200,Mixed,860,2,sine,True,False,0.5253437157694424,22,learning
PPO_SetPolicy_NoValObs,200,Mixed,860,3,noisy_unlearnable,True,True,0.6713944289731358,20,learning
PPO_SetPolicy_NoValObs,200,Mixed,860,4,piecewise_linear,True,False,0.03061023655566924,20,learning
PPO_SetPolicy_NoValObs,200,Mixed,860,5,cubic,True,False,0.01364995138552818,20,learning
PPO_SetPolicy_NoValObs,200,Mixed,860,6,piecewise_linear,True,False,0.011207495304420558,20,learning
PPO_SetPolicy_NoValObs,200,Mixed,860,7,piecewise_linear,True,False,0.010840515537171143,19,learning
PPO_SetPolicy_NoValObs,200,Mixed,860,8,sine,True,False,0.09874376359739934,19,learning
PPO_SetPolicy_NoValObs,200,Mixed,860,9,noisy_unlearnable,True,True,0.9091750649601862,21,learning
PPO_SetPolicy_NoValObs,200,Mixed,5390,0,noisy_unlearnable,True,True,0.5169539036693831,50,learning
PPO_SetPolicy_NoValObs,200,Mixed,5390,1,noisy_unlearnable,True,True,1.1437229647587963,52,blocked_noisy
PPO_SetPolicy_NoValObs,200,Mixed,5390,2,cubic,True,False,0.005431920689421258,48,mastered
PPO_SetPolicy_NoValObs,200,Mixed,5390,3,quadratic,True,False,0.040046486636681825,50,learning
PPO_SetPolicy_NoValObs,200,Mixed,5191,0,piecewise_linear,True,False,0.02129474658126535,25,learning
PPO_SetPolicy_NoValObs,200,Mixed,5191,1,piecewise_linear,True,False,0.004101793971507602,25,learning
PPO_SetPolicy_NoValObs,200,Mixed,5191,2,piecewise_linear,True,False,0.005958007343068241,25,learning
PPO_SetPolicy_NoValObs,200,Mixed,5191,3,noisy_unlearnable,True,True,0.7466063469172175,25,learning
PPO_SetPolicy_NoValObs,200,Mixed,5191,4,piecewise_linear,True,False,0.02519834430718947,25,learning
PPO_SetPolicy_NoValObs,200,Mixed,5191,5,linear,True,False,0.045782761113507826,24,learning
PPO_SetPolicy_NoValObs,200,Mixed,5191,6,cubic,True,False,0.019758957729293626,25,learning
PPO_SetPolicy_NoValObs,200,Mixed,5191,7,noisy_unlearnable,True,True,2.167328686203071,26,learning
PPO_SetPolicy_NoValObs,200,Mixed,5734,0,sine,True,False,1.7726465260624553,23,learning
PPO_SetPolicy_NoValObs,200,Mixed,5734,1,sine,True,False,0.15004352063595047,22,learning
PPO_SetPolicy_NoValObs,200,Mixed,5734,2,noisy_unlearnable,True,True,2.688823286430565,24,learning
PPO_SetPolicy_NoValObs,200,Mixed,5734,3,piecewise_linear,True,False,0.03689734369263089,22,learning
PPO_SetPolicy_NoValObs,200,Mixed,5734,4,noisy_unlearnable,True,True,1.5854520933598903,23,learning
PPO_SetPolicy_NoValObs,200,Mixed,5734,5,noisy_unlearnable,True,True,0.5187551811558913,21,learning
PPO_SetPolicy_NoValObs,200,Mixed,5734,6,quadratic,True,False,0.19578517265712986,21,learning
PPO_SetPolicy_NoValObs,200,Mixed,5734,7,cubic,True,False,0.029028291488564107,22,learning
PPO_SetPolicy_NoValObs,200,Mixed,5734,8,sine,True,False,0.13979630301850252,22,learning
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,7270,0,linear,True,False,0.2605242219061086,0,unexplored
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,7270,1,cubic,True,False,0.20184891928514645,0,unexplored
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,7270,2,piecewise_linear,True,False,0.8186202797784374,0,unexplored
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,7270,3,sine,True,False,0.0024360837338801796,200,mastered
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,7270,4,piecewise_linear,True,False,0.09734943099311867,0,unexplored
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,7270,5,sine,True,False,1.0866768856893565,0,unexplored
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,7270,6,cubic,True,False,0.3181390385597422,0,unexplored
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,7270,7,quadratic,True,False,0.9210813482250069,0,unexplored
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,7270,8,quadratic,True,False,0.607952672293964,0,unexplored
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,860,0,piecewise_linear,True,False,7.801235780170125,0,unexplored
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,860,1,piecewise_linear,True,False,0.7874921415780615,0,unexplored
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,860,2,sine,True,False,0.11485032165292733,200,learning
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,860,3,noisy_unlearnable,True,True,2.4976811437135296,0,unexplored
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,860,4,piecewise_linear,True,False,3.4261500644088194,0,unexplored
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,860,5,cubic,True,False,0.7144210325342286,0,unexplored
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,860,6,piecewise_linear,True,False,3.3006465675977754,0,unexplored
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,860,7,piecewise_linear,True,False,0.9541525296099578,0,unexplored
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,860,8,sine,True,False,1.1057279721095548,0,unexplored
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,860,9,noisy_unlearnable,True,True,1.8319984781198775,0,unexplored
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,5390,0,noisy_unlearnable,True,True,0.511908758894092,0,unexplored
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,5390,1,noisy_unlearnable,True,True,1.144806749105616,200,blocked_noisy
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,5390,2,cubic,True,False,0.20295907091708482,0,unexplored
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,5390,3,quadratic,True,False,0.47718899524702585,0,unexplored
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,5191,0,piecewise_linear,True,False,0.7129783538959064,0,unexplored
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,5191,1,piecewise_linear,True,False,2.5858538445657704,0,unexplored
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,5191,2,piecewise_linear,True,False,3.3123145420333695,0,unexplored
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,5191,3,noisy_unlearnable,True,True,3.99132581540682,0,unexplored
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,5191,4,piecewise_linear,True,False,4.332234223351104,0,unexplored
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,5191,5,linear,True,False,0.0010179393322189698,200,mastered
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,5191,6,cubic,True,False,1.5113131339674697,0,unexplored
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,5191,7,noisy_unlearnable,True,True,3.887947927733849,0,unexplored
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,5734,0,sine,True,False,5.284335529698629,0,unexplored
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,5734,1,sine,True,False,4.326079516711903,0,unexplored
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,5734,2,noisy_unlearnable,True,True,5.606870399800675,0,unexplored
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,5734,3,piecewise_linear,True,False,0.0008095604362800597,200,mastered
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,5734,4,noisy_unlearnable,True,True,3.760934759065163,0,unexplored
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,5734,5,noisy_unlearnable,True,True,3.326483710162081,0,unexplored
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,5734,6,quadratic,True,False,1.6800112370039413,0,unexplored
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,5734,7,cubic,True,False,3.6519040208081375,0,unexplored
PPO_SetPolicy_NoValObs_NoStatus,200,Mixed,5734,8,sine,True,False,1.6963866156146323,0,unexplored
RandomMask,500,Mixed,7270,0,linear,True,False,0.0033122281313509644,68,mastered
RandomMask,500,Mixed,7270,1,cubic,True,False,0.00607124223722701,59,mastered
RandomMask,500,Mixed,7270,2,piecewise_linear,True,False,0.03634018066980364,61,mastered
RandomMask,500,Mixed,7270,3,sine,True,False,0.03226046578389982,50,mastered
RandomMask,500,Mixed,7270,4,piecewise_linear,True,False,0.011252385552778386,51,mastered
RandomMask,500,Mixed,7270,5,sine,True,False,0.6028489124742429,51,learning
RandomMask,500,Mixed,7270,6,cubic,True,False,0.014382877920591708,52,mastered
RandomMask,500,Mixed,7270,7,quadratic,True,False,0.02998870684954152,61,mastered
RandomMask,500,Mixed,7270,8,quadratic,True,False,0.013601962663840183,47,mastered
RandomMask,500,Mixed,860,0,piecewise_linear,True,False,0.11037482103117138,54,mastered
RandomMask,500,Mixed,860,1,piecewise_linear,True,False,0.022364606583207755,60,mastered
RandomMask,500,Mixed,860,2,sine,True,False,0.4660186138027469,37,learning
RandomMask,500,Mixed,860,3,noisy_unlearnable,True,True,0.5051384238965316,51,mastered
RandomMask,500,Mixed,860,4,piecewise_linear,True,False,0.02639486102398325,61,mastered
RandomMask,500,Mixed,860,5,cubic,True,False,0.01915328625732016,47,mastered
RandomMask,500,Mixed,860,6,piecewise_linear,True,False,0.03607996368806241,42,mastered
RandomMask,500,Mixed,860,7,piecewise_linear,True,False,0.029403872927996545,48,mastered
RandomMask,500,Mixed,860,8,sine,True,False,0.08323732102850696,55,learning
RandomMask,500,Mixed,860,9,noisy_unlearnable,True,True,0.7708938463300821,45,learning
RandomMask,500,Mixed,5390,0,noisy_unlearnable,True,True,0.7376945849804379,127,learning
RandomMask,500,Mixed,5390,1,noisy_unlearnable,True,True,1.2906969167030586,124,learning
RandomMask,500,Mixed,5390,2,cubic,True,False,0.011985315188845335,124,mastered
RandomMask,500,Mixed,5390,3,quadratic,True,False,0.01151555120051158,125,mastered
RandomMask,500,Mixed,5191,0,piecewise_linear,True,False,0.01796829044926975,73,mastered
RandomMask,500,Mixed,5191,1,piecewise_linear,True,False,0.003460477268285046,58,mastered
RandomMask,500,Mixed,5191,2,piecewise_linear,True,False,0.005493054172987031,60,mastered
RandomMask,500,Mixed,5191,3,noisy_unlearnable,True,True,0.5701253695333921,73,learning
RandomMask,500,Mixed,5191,4,piecewise_linear,True,False,0.05147761687678288,64,mastered
RandomMask,500,Mixed,5191,5,linear,True,False,0.013552452004364718,59,mastered
RandomMask,500,Mixed,5191,6,cubic,True,False,0.020599539127882052,54,mastered
RandomMask,500,Mixed,5191,7,noisy_unlearnable,True,True,1.6341850689575634,59,learning
RandomMask,500,Mixed,5734,0,sine,True,False,0.62188433210182,55,learning
RandomMask,500,Mixed,5734,1,sine,True,False,0.33632362820676315,52,mastered
RandomMask,500,Mixed,5734,2,noisy_unlearnable,True,True,1.750062708328997,55,learning
RandomMask,500,Mixed,5734,3,piecewise_linear,True,False,0.015787758949133587,60,mastered
RandomMask,500,Mixed,5734,4,noisy_unlearnable,True,True,1.5331524113133097,49,learning
RandomMask,500,Mixed,5734,5,noisy_unlearnable,True,True,0.6429790285115407,64,learning
RandomMask,500,Mixed,5734,6,quadratic,True,False,0.015020251936712112,61,mastered
RandomMask,500,Mixed,5734,7,cubic,True,False,0.009949756597273249,55,mastered
RandomMask,500,Mixed,5734,8,sine,True,False,0.15001549725152485,49,mastered
LearningProgress,500,Mixed,7270,0,linear,True,False,0.026507457465364596,2,learning
LearningProgress,500,Mixed,7270,1,cubic,True,False,0.0058063440321400464,48,mastered
LearningProgress,500,Mixed,7270,2,piecewise_linear,True,False,0.023595920681891015,92,mastered
LearningProgress,500,Mixed,7270,3,sine,True,False,0.013938844820080055,70,learning
LearningProgress,500,Mixed,7270,4,piecewise_linear,True,False,0.008833643532007059,98,mastered
LearningProgress,500,Mixed,7270,5,sine,True,False,0.13836927956914946,79,learning
LearningProgress,500,Mixed,7270,6,cubic,True,False,0.2027643756871056,14,learning
LearningProgress,500,Mixed,7270,7,quadratic,True,False,0.018631916895692487,28,learning
LearningProgress,500,Mixed,7270,8,quadratic,True,False,0.05241912500764217,69,mastered
LearningProgress,500,Mixed,860,0,piecewise_linear,True,False,0.02610839363376589,8,learning
LearningProgress,500,Mixed,860,1,piecewise_linear,True,False,0.00848278036607133,96,mastered
LearningProgress,500,Mixed,860,2,sine,True,False,0.2724705338203379,82,learning
LearningProgress,500,Mixed,860,3,noisy_unlearnable,True,True,0.46522202238655785,54,blocked_noisy
LearningProgress,500,Mixed,860,4,piecewise_linear,True,False,0.004432187762875763,81,mastered
LearningProgress,500,Mixed,860,5,cubic,True,False,0.028781597587025677,4,learning
LearningProgress,500,Mixed,860,6,piecewise_linear,True,False,0.007561403176320024,84,learning
LearningProgress,500,Mixed,860,7,piecewise_linear,True,False,0.22152477101637535,7,learning
LearningProgress,500,Mixed,860,8,sine,True,False,0.2161712744365792,54,learning
LearningProgress,500,Mixed,860,9,noisy_unlearnable,True,True,0.7559840392973023,30,learning
LearningProgress,500,Mixed,5390,0,noisy_unlearnable,True,True,0.7297001509949905,172,learning
LearningProgress,500,Mixed,5390,1,noisy_unlearnable,True,True,1.2827742559990218,102,learning
LearningProgress,500,Mixed,5390,2,cubic,True,False,0.02230914698321994,127,mastered
LearningProgress,500,Mixed,5390,3,quadratic,True,False,0.12858313236294738,99,mastered
LearningProgress,500,Mixed,5191,0,piecewise_linear,True,False,0.01650684577711659,89,mastered
LearningProgress,500,Mixed,5191,1,piecewise_linear,True,False,0.004521751180886097,113,mastered
LearningProgress,500,Mixed,5191,2,piecewise_linear,True,False,0.005673149818589632,60,mastered
LearningProgress,500,Mixed,5191,3,noisy_unlearnable,True,True,0.5331596982746184,61,learning
LearningProgress,500,Mixed,5191,4,piecewise_linear,True,False,0.01283378680800248,64,mastered
LearningProgress,500,Mixed,5191,5,linear,True,False,0.0040611924635561535,105,learning
LearningProgress,500,Mixed,5191,6,cubic,True,False,0.1648075197655596,5,learning
LearningProgress,500,Mixed,5191,7,noisy_unlearnable,True,True,2.7582066303971997,3,learning
LearningProgress,500,Mixed,5734,0,sine,True,False,2.086572233860537,1,learning
LearningProgress,500,Mixed,5734,1,sine,True,False,0.1312829936942209,47,learning
LearningProgress,500,Mixed,5734,2,noisy_unlearnable,True,True,1.8261196717497774,55,learning
LearningProgress,500,Mixed,5734,3,piecewise_linear,True,False,0.011353530670489356,112,mastered
LearningProgress,500,Mixed,5734,4,noisy_unlearnable,True,True,1.5029155155526528,37,learning
LearningProgress,500,Mixed,5734,5,noisy_unlearnable,True,True,0.5721712586520679,55,learning
LearningProgress,500,Mixed,5734,6,quadratic,True,False,0.00803504215735136,92,learning
LearningProgress,500,Mixed,5734,7,cubic,True,False,0.0024036793344948642,83,mastered
LearningProgress,500,Mixed,5734,8,sine,True,False,0.13189633531232695,18,learning
MasteryGatedHypothesis,500,Mixed,7270,0,linear,True,False,0.005427962213284585,38,mastered
MasteryGatedHypothesis,500,Mixed,7270,1,cubic,True,False,0.017692801399842067,33,mastered
MasteryGatedHypothesis,500,Mixed,7270,2,piecewise_linear,True,False,0.0020242120154990166,30,mastered
MasteryGatedHypothesis,500,Mixed,7270,3,sine,True,False,0.015709256925191813,36,mastered
MasteryGatedHypothesis,500,Mixed,7270,4,piecewise_linear,True,False,0.007389068579788965,33,mastered
MasteryGatedHypothesis,500,Mixed,7270,5,sine,True,False,0.12303394233836996,193,learning
MasteryGatedHypothesis,500,Mixed,7270,6,cubic,True,False,0.020740076183453242,57,mastered
MasteryGatedHypothesis,500,Mixed,7270,7,quadratic,True,False,0.02059297412529751,32,mastered
MasteryGatedHypothesis,500,Mixed,7270,8,quadratic,True,False,0.009261233134055007,48,mastered
MasteryGatedHypothesis,500,Mixed,860,0,piecewise_linear,True,False,0.01598493329468967,32,mastered
MasteryGatedHypothesis,500,Mixed,860,1,piecewise_linear,True,False,0.005343868073562042,31,mastered
MasteryGatedHypothesis,500,Mixed,860,2,sine,True,False,0.4353389650399565,103,learning
MasteryGatedHypothesis,500,Mixed,860,3,noisy_unlearnable,True,True,0.4315721972048794,97,learning
MasteryGatedHypothesis,500,Mixed,860,4,piecewise_linear,True,False,0.024713206562524802,30,mastered
MasteryGatedHypothesis,500,Mixed,860,5,cubic,True,False,0.040473721929442326,31,mastered
MasteryGatedHypothesis,500,Mixed,860,6,piecewise_linear,True,False,0.004962582097783216,30,mastered
MasteryGatedHypothesis,500,Mixed,860,7,piecewise_linear,True,False,0.013378029175290494,30,mastered
MasteryGatedHypothesis,500,Mixed,860,8,sine,True,False,0.18748100874725115,86,learning
MasteryGatedHypothesis,500,Mixed,860,9,noisy_unlearnable,True,True,0.772288899208525,30,blocked_noisy
MasteryGatedHypothesis,500,Mixed,5390,0,noisy_unlearnable,True,True,0.7271123596424424,95,blocked_noisy
MasteryGatedHypothesis,500,Mixed,5390,1,noisy_unlearnable,True,True,1.3460473979149874,35,blocked_noisy
MasteryGatedHypothesis,500,Mixed,5390,2,cubic,True,False,0.005377131096057825,187,mastered
MasteryGatedHypothesis,500,Mixed,5390,3,quadratic,True,False,0.0020568890606200486,183,mastered
MasteryGatedHypothesis,500,Mixed,5191,0,piecewise_linear,True,False,0.003740851255455105,92,mastered
MasteryGatedHypothesis,500,Mixed,5191,1,piecewise_linear,True,False,0.016116667373199608,67,mastered
MasteryGatedHypothesis,500,Mixed,5191,2,piecewise_linear,True,False,0.0025820359039883615,64,mastered
MasteryGatedHypothesis,500,Mixed,5191,3,noisy_unlearnable,True,True,0.7790784475392017,44,blocked_noisy
MasteryGatedHypothesis,500,Mixed,5191,4,piecewise_linear,True,False,0.007511228176224592,67,mastered
MasteryGatedHypothesis,500,Mixed,5191,5,linear,True,False,0.0004276520570118125,67,mastered
MasteryGatedHypothesis,500,Mixed,5191,6,cubic,True,False,0.0024286181719603457,69,mastered
MasteryGatedHypothesis,500,Mixed,5191,7,noisy_unlearnable,True,True,1.8426983225330724,30,blocked_noisy
MasteryGatedHypothesis,500,Mixed,5734,0,sine,True,False,0.1238323111571583,124,learning
MasteryGatedHypothesis,500,Mixed,5734,1,sine,True,False,0.07870885545241285,87,learning
MasteryGatedHypothesis,500,Mixed,5734,2,noisy_unlearnable,True,True,1.7170696090173367,6,learning
MasteryGatedHypothesis,500,Mixed,5734,3,piecewise_linear,True,False,0.0321805448380106,63,mastered
MasteryGatedHypothesis,500,Mixed,5734,4,noisy_unlearnable,True,True,1.607868963028085,33,blocked_noisy
MasteryGatedHypothesis,500,Mixed,5734,5,noisy_unlearnable,True,True,0.6233530500575781,33,blocked_noisy
MasteryGatedHypothesis,500,Mixed,5734,6,quadratic,True,False,0.03750809013769706,37,mastered
MasteryGatedHypothesis,500,Mixed,5734,7,cubic,True,False,0.03679901044557753,34,mastered
MasteryGatedHypothesis,500,Mixed,5734,8,sine,True,False,0.08456384025461555,83,learning
OracleBestRegion,500,Mixed,7270,0,linear,True,False,0.014591532404656524,32,mastered
OracleBestRegion,500,Mixed,7270,1,cubic,True,False,0.015010305210115444,32,mastered
OracleBestRegion,500,Mixed,7270,2,piecewise_linear,True,False,0.01684910585606554,33,mastered
OracleBestRegion,500,Mixed,7270,3,sine,True,False,0.04962034621640421,46,mastered
OracleBestRegion,500,Mixed,7270,4,piecewise_linear,True,False,0.012670155147106222,30,mastered
OracleBestRegion,500,Mixed,7270,5,sine,True,False,0.0746374395781853,164,learning
OracleBestRegion,500,Mixed,7270,6,cubic,True,False,0.013522458709710285,31,mastered
OracleBestRegion,500,Mixed,7270,7,quadratic,True,False,0.11129994973347818,35,mastered
OracleBestRegion,500,Mixed,7270,8,quadratic,True,False,0.010078235160465658,97,learning
OracleBestRegion,500,Mixed,860,0,piecewise_linear,True,False,0.08113916931237973,32,mastered
OracleBestRegion,500,Mixed,860,1,piecewise_linear,True,False,0.0021950214397661112,32,mastered
OracleBestRegion,500,Mixed,860,2,sine,True,False,0.1816397181614562,122,learning
OracleBestRegion,500,Mixed,860,3,noisy_unlearnable,True,True,0.5062358823825958,31,blocked_noisy
OracleBestRegion,500,Mixed,860,4,piecewise_linear,True,False,0.014421616352256639,45,mastered
OracleBestRegion,500,Mixed,860,5,cubic,True,False,0.023304502826507777,32,mastered
OracleBestRegion,500,Mixed,860,6,piecewise_linear,True,False,0.18074382683891077,32,mastered
OracleBestRegion,500,Mixed,860,7,piecewise_linear,True,False,0.02354262779939455,30,mastered
OracleBestRegion,500,Mixed,860,8,sine,True,False,0.06011354967583218,124,learning
OracleBestRegion,500,Mixed,860,9,noisy_unlearnable,True,True,0.8076192220278537,20,learning
OracleBestRegion,500,Mixed,5390,0,noisy_unlearnable,True,True,0.8036214547911003,31,blocked_noisy
OracleBestRegion,500,Mixed,5390,1,noisy_unlearnable,True,True,1.3167548333146082,33,blocked_noisy
OracleBestRegion,500,Mixed,5390,2,cubic,True,False,0.002972859399539596,231,mastered
OracleBestRegion,500,Mixed,5390,3,quadratic,True,False,0.01194549699144209,205,mastered
OracleBestRegion,500,Mixed,5191,0,piecewise_linear,True,False,0.005847592309047852,53,mastered
OracleBestRegion,500,Mixed,5191,1,piecewise_linear,True,False,0.0060129838866203635,57,mastered
OracleBestRegion,500,Mixed,5191,2,piecewise_linear,True,False,0.011095540642488163,47,mastered
OracleBestRegion,500,Mixed,5191,3,noisy_unlearnable,True,True,0.6330654949836281,138,blocked_noisy
OracleBestRegion,500,Mixed,5191,4,piecewise_linear,True,False,0.018163485723466277,55,mastered
OracleBestRegion,500,Mixed,5191,5,linear,True,False,0.004471852150079392,69,mastered
